val_0,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9
431,910,986,888,346,279,732,248,422,585,4,8,9,7,2,1,6,0,3,5
470,540,484,485,727,872,777,367,530,65,2,6,3,4,7,9,8,1,5,0
895,764,832,561,630,841,60,999,210,271,8,5,6,3,4,7,0,9,1,2
897,589,391,839,31,761,171,700,499,36,9,5,3,8,0,7,2,6,4,1
212,107,910,378,354,964,646,774,59,153,3,1,8,5,4,9,6,7,0,2
172,813,980,512,242,555,481,957,134,17,2,7,9,5,3,6,4,8,1,0
733,244,239,223,441,441,4,762,480,266,8,3,2,1,5,6,0,9,7,4
242,720,15,692,706,587,635,640,131,271,2,9,0,7,8,4,5,6,1,3
852,65,991,860,944,393,235,146,998,767,5,0,8,6,7,3,2,1,9,4
203,156,564,910,815,296,146,698,873,551,2,1,5,9,7,3,0,6,8,4
689,628,768,270,116,741,327,162,906,548,6,5,8,2,0,7,3,1,9,4
54,130,919,70,415,801,290,161,147,542,0,2,9,1,6,8,5,4,3,7
344,96,266,351,928,773,43,583,930,241,4,1,3,5,8,7,0,6,9,2
379,694,981,539,904,877,239,729,12,747,2,4,9,3,8,7,1,5,0,6
8,286,118,627,503,473,823,942,719,849,0,2,1,5,4,3,7,9,6,8
58,503,788,4,24,372,65,788,448,603,2,6,8,0,1,4,3,9,5,7
420,348,807,822,801,713,750,427,774,221,2,1,8,9,7,4,5,3,6,0
469,290,36,745,74,212,36,967,258,361,7,5,0,8,2,3,1,9,4,6
483,205,476,878,232,512,336,294,843,357,6,0,5,9,1,7,3,2,8,4
148,441,969,687,774,789,915,525,124,231,1,3,9,5,6,7,8,4,0,2
154,426,628,172,977,411,783,3,479,637,1,4,6,2,9,3,8,0,5,7
783,855,510,694,521,336,418,60,637,282,8,9,4,7,5,2,3,0,6,1
954,797,723,937,176,416,343,909,733,31,9,6,4,8,1,3,2,7,5,0
889,138,201,710,849,542,612,983,844,602,8,0,1,5,7,2,4,9,6,3
443,56,908,490,437,297,54,284,905,657,5,1,9,6,4,3,0,2,8,7
812,918,562,933,886,208,922,491,950,974,3,5,2,7,4,0,6,1,8,9
582,27,520,238,373,46,247,339,833,939,7,0,6,2,5,1,3,4,8,9
599,975,700,247,742,593,214,250,661,688,4,9,7,1,8,3,0,2,5,6
396,871,572,896,907,144,800,395,422,178,3,7,5,8,9,0,6,2,4,1
5,600,283,991,92,8,639,495,215,165,0,7,5,9,2,1,8,6,4,3
222,295,846,592,206,2,698,220,258,142,4,6,9,7,2,0,8,3,5,1
533,860,646,232,339,354,620,554,922,63,4,8,7,1,2,3,6,5,9,0
913,408,962,767,971,741,913,751,415,132,6,1,8,5,9,3,7,4,2,0
388,811,531,405,192,707,92,528,667,11,3,9,6,4,2,8,1,5,7,0
894,204,952,425,33,733,768,475,967,99,7,2,8,3,0,5,6,4,9,1
264,471,993,391,263,949,334,6,786,388,2,6,9,5,1,8,3,0,7,4
728,901,82,692,255,386,474,132,202,257,8,9,0,7,3,5,6,1,2,4
117,248,862,333,870,753,905,22,580,484,1,2,7,3,8,6,9,0,5,4
316,682,394,798,256,298,256,241,232,296,6,8,7,9,2,5,3,1,0,4
207,663,788,831,442,67,863,435,732,205,2,5,7,8,4,0,9,3,6,1
749,613,641,337,1,784,542,202,201,563,8,6,7,3,0,9,4,2,1,5
631,712,9,65,207,701,541,479,530,634,6,9,0,1,2,8,5,3,4,7
600,675,324,397,11,334,549,506,234,868,7,8,2,4,0,3,6,5,1,9
7,779,211,812,202,904,507,457,103,587,0,7,3,8,2,9,5,4,1,6
406,571,791,334,943,259,346,177,358,907,5,6,7,2,9,1,3,0,4,8
688,357,70,125,361,116,960,444,19,598,8,4,1,3,5,2,9,6,0,7
887,650,595,59,332,923,472,890,804,385,7,5,4,0,1,9,3,8,6,2
141,371,629,214,799,36,831,695,405,579,1,3,6,2,8,0,9,7,4,5
726,763,468,528,721,259,920,371,27,768,6,7,3,4,5,1,9,2,0,8
763,849,221,892,110,806,743,645,256,373,6,8,1,9,0,7,5,4,2,3
210,86,467,692,823,665,777,50,239,685,2,1,4,7,9,5,8,0,3,6
985,21,132,914,719,229,376,765,757,802,9,0,1,8,4,2,3,6,5,7
608,617,926,748,29,19,674,73,85,220,5,6,9,8,1,0,7,2,3,4
843,890,836,865,862,325,205,559,221,498,6,9,5,8,7,2,0,4,1,3
357,906,783,557,120,38,477,544,282,908,3,8,7,6,1,0,4,5,2,9
305,75,303,752,185,477,34,897,327,697,4,1,3,8,2,6,0,9,5,7
406,422,885,353,242,310,960,879,675,780,3,4,8,2,0,1,9,7,5,6
488,227,218,27,402,379,518,7,656,949,6,3,2,1,5,4,7,0,8,9
493,765,266,977,39,101,306,286,738,787,5,7,2,9,0,1,4,3,6,8
906,227,494,464,178,297,993,280,494,917,7,1,5,4,0,3,9,2,6,8
905,215,307,250,636,286,783,559,818,838,9,0,3,1,5,2,6,4,7,8
822,506,284,69,166,241,87,889,538,905,7,5,4,0,2,3,1,8,6,9
246,198,379,854,715,252,782,375,183,58,3,2,6,9,7,4,8,5,1,0
373,595,576,697,453,354,443,596,787,200,2,6,5,8,4,1,3,7,9,0
467,42,228,494,695,260,832,79,90,728,5,0,3,6,7,4,9,1,2,8
904,64,307,905,267,890,461,384,856,713,8,0,2,9,1,7,4,3,6,5
284,920,183,731,398,240,298,982,241,221,4,8,0,7,6,2,5,9,3,1
700,565,994,883,213,290,693,944,497,919,5,3,9,6,0,1,4,8,2,7
584,9,307,618,493,665,74,342,861,87,6,0,3,7,5,8,1,4,9,2
46,590,951,361,824,225,873,452,541,621,0,5,9,2,7,1,8,3,4,6
862,987,909,336,608,506,905,25,261,929,5,9,7,2,4,3,6,0,1,8
592,772,930,657,116,5,871,931,488,843,3,5,8,4,1,0,7,9,2,6
711,736,274,615,565,939,466,822,646,258,6,7,1,4,3,9,2,8,5,0
34,699,331,751,179,262,30,753,839,730,1,5,4,7,2,3,0,8,9,6
53,225,408,695,486,51,565,15,180,736,2,4,5,8,6,1,7,0,3,9
362,414,646,578,791,783,37,921,430,779,1,2,5,4,8,7,0,9,3,6
798,413,499,534,744,205,216,440,359,572,9,3,5,6,8,0,1,4,2,7
628,290,943,678,2,250,543,589,115,794,6,3,9,7,0,2,4,5,1,8
609,928,53,659,854,836,40,986,860,564,3,8,1,4,6,5,0,9,7,2
900,711,917,847,600,107,944,23,585,746,7,4,8,6,3,1,9,0,2,5
253,927,587,501,723,218,590,457,108,618,2,9,5,4,8,1,6,3,0,7
535,812,850,536,255,789,545,687,861,623,1,7,8,2,0,6,3,5,9,4
825,418,393,44,649,969,101,737,958,499,7,3,2,0,5,9,1,6,8,4
278,738,512,983,191,752,347,789,963,112,2,5,4,9,1,6,3,7,8,0
156,696,840,478,295,730,488,520,374,785,0,6,9,3,1,7,4,5,2,8
819,54,815,976,384,956,583,903,822,368,5,0,4,9,2,8,3,7,6,1
914,837,92,560,13,290,139,696,395,792,9,8,1,5,0,3,2,6,4,7
252,719,252,133,994,145,910,261,661,946,2,6,3,0,9,1,7,4,5,8
488,299,891,959,48,273,105,649,184,774,5,4,8,9,0,3,1,6,2,7
276,871,61,316,432,4,894,25,148,968,4,7,2,5,6,0,8,1,3,9
135,181,508,972,156,980,613,384,682,484,0,2,5,8,1,9,6,3,7,4
210,893,784,483,454,882,56,527,115,780,2,9,7,4,3,8,0,5,1,6
637,789,832,145,467,201,653,805,540,524,5,7,9,0,2,1,6,8,4,3
314,181,140,671,186,419,73,355,670,921,4,2,1,8,3,6,0,5,7,9
528,835,855,686,800,169,301,669,170,111,4,8,9,6,7,1,3,5,2,0
659,859,183,914,722,492,550,623,549,932,5,7,0,8,6,1,3,4,2,9
665,181,731,690,986,502,279,351,149,32,6,2,8,7,9,5,3,4,1,0
270,630,932,189,429,592,282,579,851,824,1,6,9,0,3,5,2,4,8,7
814,596,257,125,11,273,141,884,976,990,6,5,3,1,0,4,2,7,8,9
428,810,239,28,128,136,39,68,341,296,8,9,5,0,3,4,1,2,7,6
922,777,860,720,343,54,229,613,639,661,9,7,8,6,2,0,1,3,4,5
409,250,444,128,201,538,515,920,645,933,3,2,4,0,1,6,5,8,7,9
346,158,358,65,38,485,420,57,765,436,4,3,5,2,0,8,6,1,9,7
178,154,673,25,580,974,232,865,869,976,2,1,5,0,4,8,3,6,7,9
912,263,391,822,912,762,335,978,431,864,7,0,2,5,8,4,1,9,3,6
232,218,524,590,654,271,317,486,707,39,2,1,6,7,8,3,4,5,9,0
39,337,736,538,558,712,760,567,839,48,0,2,7,3,4,6,8,5,9,1
142,536,652,361,761,15,7,570,628,308,2,5,8,4,9,1,0,6,7,3
321,962,92,66,497,216,69,517,509,788,4,9,2,0,5,3,1,7,6,8
722,920,353,199,558,131,597,492,830,463,7,9,2,1,5,0,6,4,8,3
764,522,385,597,225,92,340,461,493,482,9,7,3,8,1,0,2,4,6,5
71,202,235,208,266,616,908,355,331,118,0,2,4,3,5,8,9,7,6,1
310,718,355,57,605,991,214,501,924,505,2,7,3,0,6,9,1,4,8,5
809,507,223,633,84,540,574,585,317,132,9,4,2,8,0,5,6,7,3,1
343,261,504,497,43,462,475,407,236,524,3,2,8,7,0,5,6,4,1,9
579,488,187,855,697,843,346,936,310,112,5,4,1,8,6,7,3,9,2,0
51,258,673,95,519,627,41,410,439,726,1,3,8,2,6,7,0,4,5,9
123,531,503,905,195,834,347,6,646,76,2,6,5,9,3,8,4,0,7,1
482,192,753,695,149,509,26,791,31,397,5,3,8,7,2,6,0,9,1,4
728,800,474,32,848,685,356,627,261,853,6,7,3,0,8,5,2,4,1,9
908,947,855,744,883,142,38,492,785,265,8,9,6,4,7,1,0,3,5,2
315,302,193,215,690,513,3,736,636,393,4,3,1,2,8,6,0,9,7,5
195,302,348,522,911,848,901,356,621,118,1,2,3,5,9,7,8,4,6,0
940,875,210,158,849,207,170,224,117,375,9,8,4,1,7,3,2,5,0,6
9,533,378,48,812,663,831,444,861,357,0,5,3,1,7,6,8,4,9,2
324,350,181,668,878,501,511,857,965,492,1,2,0,6,8,4,5,7,9,3
817,489,570,212,294,827,469,716,939,884,6,3,4,0,1,7,2,5,9,8
913,252,220,806,412,108,970,125,95,426,8,4,3,7,5,1,9,2,0,6
841,953,811,969,866,457,595,107,354,718,6,8,5,9,7,2,3,0,1,4
281,167,231,973,955,382,246,185,433,965,4,0,2,9,7,5,3,1,6,8
510,162,151,42,777,228,836,544,472,952,5,2,1,0,7,3,8,6,4,9
914,481,21,463,29,635,129,951,55,193,8,6,0,5,1,7,3,9,2,4
80,489,837,0,777,403,228,20,586,335,2,6,9,0,8,5,3,1,7,4
123,765,17,863,907,647,9,515,995,100,3,6,1,7,8,5,0,4,9,2
435,970,841,544,179,15,472,452,464,490,2,9,8,7,1,0,5,3,4,6
722,244,935,445,706,137,957,506,437,811,6,1,8,3,5,0,9,4,2,7
886,138,965,457,36,74,9,507,622,232,8,3,9,5,1,2,0,6,7,4
767,392,188,343,404,720,592,300,448,770,8,3,0,2,4,7,6,1,5,9
301,222,462,673,637,495,412,537,403,659,1,0,4,9,7,5,3,6,2,8
26,123,436,90,229,770,862,732,656,630,0,2,4,1,3,8,9,7,6,5
601,556,294,856,312,691,917,46,302,303,6,5,1,8,4,7,9,0,2,3
114,722,331,747,210,487,324,532,364,164,0,8,4,9,2,6,3,7,5,1
235,41,193,378,65,372,891,476,560,603,3,0,2,5,1,4,9,6,7,8
688,120,167,279,510,522,504,982,385,945,7,0,1,2,5,6,4,9,3,8
736,266,432,246,555,91,819,987,64,372,7,3,5,2,6,1,8,9,0,4
316,413,611,71,239,542,886,389,229,122,4,6,8,0,3,7,9,5,2,1
546,248,844,774,423,742,112,9,142,278,6,3,9,8,5,7,1,0,2,4
323,273,999,193,335,197,30,730,974,100,5,4,9,2,6,3,0,7,8,1
821,141,859,968,531,976,671,952,31,943,4,1,5,8,2,9,3,7,0,6
44,617,599,296,444,657,493,197,361,51,0,8,7,3,5,9,6,2,4,1
331,926,227,398,830,207,26,201,178,795,5,9,4,6,8,3,0,2,1,7
188,371,248,68,182,38,404,14,17,759,5,7,6,3,4,2,8,0,1,9
466,152,828,407,738,842,560,895,536,579,2,0,7,1,6,8,4,9,3,5
806,990,867,860,116,844,227,615,252,348,5,9,8,7,0,6,1,4,2,3
899,475,676,52,994,105,699,33,255,774,8,4,5,1,9,2,6,0,3,7
467,439,125,790,550,138,782,231,9,218,6,5,1,9,7,2,8,4,0,3
840,358,353,201,653,825,24,998,999,335,7,4,3,1,5,6,0,8,9,2
944,470,10,39,560,59,668,321,70,426,9,6,0,1,7,2,8,4,3,5
26,542,906,74,17,138,569,122,410,700,1,6,9,2,0,4,7,3,5,8
686,611,384,152,968,275,673,720,464,32,7,5,3,1,9,2,6,8,4,0
718,857,179,611,581,173,641,670,956,674,7,8,1,3,2,0,4,5,9,6
817,978,787,634,821,152,186,141,642,955,6,9,5,3,7,1,2,0,4,8
590,382,4,362,214,971,383,983,424,519,7,3,0,2,1,8,4,9,5,6
695,74,386,960,599,205,142,645,213,663,8,0,4,9,5,2,1,6,3,7
521,828,360,574,477,152,696,881,664,969,3,7,1,4,2,0,6,8,5,9
28,897,324,628,956,499,439,756,799,617,0,8,1,5,9,3,2,6,7,4
843,510,470,568,719,334,24,322,820,686,9,4,3,5,7,2,0,1,8,6
322,471,828,502,260,103,142,941,609,81,4,5,8,6,3,1,2,9,7,0
600,419,688,980,5,587,714,676,369,672,4,2,7,9,0,3,8,6,1,5
744,511,2,608,296,606,827,940,211,147,7,4,0,6,3,5,8,9,2,1
624,934,612,688,69,638,949,78,160,547,5,8,4,7,0,6,9,1,2,3
789,345,173,321,782,931,995,232,548,941,6,3,0,2,5,7,9,1,4,8
760,16,106,568,148,296,951,155,812,453,7,0,1,6,2,4,9,3,8,5
803,646,58,786,580,61,254,73,398,449,9,7,0,8,6,1,3,2,4,5
628,284,166,22,987,706,535,967,716,16,5,3,2,1,9,6,4,8,7,0
723,186,83,874,720,90,75,510,639,114,8,4,1,9,7,2,0,5,6,3
379,300,183,480,347,791,329,553,469,181,5,2,1,7,4,9,3,8,6,0
178,204,828,137,10,879,239,60,332,358,3,4,8,2,0,9,5,1,6,7
671,770,427,225,509,206,140,894,462,891,6,7,3,2,5,1,0,9,4,8
563,795,179,376,832,117,98,73,647,482,6,8,3,4,9,2,1,0,7,5
79,798,720,223,434,698,579,700,456,856,0,8,7,1,2,5,4,6,3,9
258,252,82,177,184,527,771,299,267,805,4,3,0,1,2,7,8,6,5,9
989,416,664,171,567,359,750,880,271,471,9,3,6,0,5,2,7,8,1,4
179,593,97,417,178,626,172,639,236,340,3,7,0,6,2,8,1,9,4,5
241,991,697,593,303,936,416,841,891,652,0,9,5,3,1,8,2,6,7,4
874,788,299,15,863,13,880,806,129,264,8,5,4,1,7,0,9,6,2,3
511,896,95,259,304,440,782,708,156,661,5,9,0,2,3,4,8,7,1,6
103,275,126,969,630,4,414,983,301,304,1,3,2,8,7,0,6,9,4,5
141,781,402,596,277,973,810,929,591,495,0,6,2,5,1,9,7,8,4,3
968,500,606,65,470,966,835,81,307,299,9,5,6,0,4,8,7,1,3,2
636,162,955,360,652,37,133,355,476,832,6,2,9,4,7,0,1,3,5,8
764,382,172,566,693,235,473,671,876,303,8,3,0,5,7,1,4,6,9,2
187,381,287,664,310,736,631,409,512,259,0,4,2,8,3,9,7,5,6,1
953,158,605,163,213,799,317,657,681,683,9,0,4,1,2,8,3,5,6,7
353,939,952,982,752,758,327,356,330,658,2,7,8,9,5,6,0,3,1,4
880,404,95,418,459,931,401,191,386,197,8,5,0,6,7,9,4,1,3,2
535,75,282,681,104,756,477,41,465,609,6,1,3,8,2,9,5,0,4,7
292,651,554,440,646,432,677,452,224,237,2,8,6,4,7,3,9,5,0,1
671,893,71,804,412,154,434,756,122,307,6,9,0,8,4,2,5,7,1,3
169,616,552,294,640,592,403,195,369,828,0,7,5,2,8,6,4,1,3,9
10,873,686,720,194,478,905,392,401,40,0,8,6,7,2,5,9,3,4,1
663,245,720,687,535,351,21,443,296,153,7,2,9,8,6,4,0,5,3,1
474,963,597,674,925,663,319,206,44,847,3,9,4,6,8,5,2,1,0,7
834,503,940,702,132,707,186,605,680,291,8,3,9,6,0,7,1,4,5,2
699,320,250,237,483,916,672,565,553,843,7,2,1,0,3,9,6,5,4,8
141,828,770,586,584,44,776,995,552,225,1,8,6,5,4,0,7,9,3,2
864,136,611,284,941,421,121,576,875,35,7,2,6,3,9,4,1,5,8,0
535,205,635,4,632,442,885,262,62,725,5,2,7,0,6,4,9,3,1,8
617,426,36,478,829,120,490,370,518,893,7,3,0,4,8,1,5,2,6,9
786,329,784,451,768,606,413,882,192,35,8,2,7,4,6,5,3,9,1,0
239,241,952,432,593,473,189,450,746,509,1,2,9,3,7,5,0,4,8,6
257,443,327,298,219,833,368,789,983,374,1,6,3,2,0,8,4,7,9,5
297,737,175,276,297,42,790,312,291,932,4,7,1,2,5,0,8,6,3,9
926,453,770,16,814,859,808,26,373,373,9,4,5,0,7,8,6,1,2,3
616,209,24,313,70,349,618,932,681,623,5,2,0,3,1,4,6,9,8,7
55,31,725,110,288,61,664,656,565,714,1,0,9,3,4,2,7,6,5,8
179,384,928,145,788,677,456,406,634,379,1,3,9,0,8,7,5,4,6,2
99,470,239,571,383,946,931,405,259,593,0,5,1,6,3,9,8,4,2,7
643,641,855,801,199,753,818,976,852,766,2,1,8,5,0,3,6,9,7,4
614,749,757,139,815,140,104,601,529,910,5,6,7,1,8,2,0,4,3,9
553,887,990,145,23,699,536,542,872,518,5,8,9,1,0,6,3,4,7,2
86,408,84,261,654,761,746,55,245,912,2,5,1,4,6,8,7,0,3,9
903,156,667,903,345,732,925,903,146,634,6,1,4,7,2,5,9,8,0,3
563,312,720,388,766,773,900,69,504,608,4,1,6,2,7,8,9,0,3,5
348,201,965,109,831,498,751,434,75,786,3,2,9,1,8,5,6,4,0,7
85,430,844,465,951,636,616,405,616,637,0,2,8,3,9,6,4,1,5,7
786,649,557,947,804,639,275,83,675,971,6,4,2,8,7,3,1,0,5,9
52,768,780,47,264,231,720,292,668,444,1,8,9,0,3,2,7,4,6,5
5,232,316,17,994,786,705,226,408,551,0,3,4,1,9,8,7,2,5,6
839,804,308,422,461,399,124,873,921,632,7,6,1,3,4,2,0,8,9,5
257,719,543,13,692,13,142,768,288,628,3,8,5,0,7,1,2,9,4,6
443,468,112,823,175,939,252,780,251,923,4,5,0,7,1,9,3,6,2,8
906,775,973,918,815,123,871,711,17,747,7,4,9,8,5,1,6,2,0,3
920,230,27,588,633,54,735,958,243,265,8,2,0,5,6,1,7,9,3,4
373,758,854,66,537,788,442,251,565,838,2,6,9,0,4,7,3,1,5,8
389,222,149,505,522,211,413,311,15,533,5,3,1,7,8,2,6,4,0,9
789,605,387,233,989,245,761,394,185,715,8,5,3,1,9,2,7,4,0,6
535,196,974,522,964,31,719,469,604,939,4,1,9,3,8,0,6,2,5,7
364,928,194,175,403,625,967,222,891,449,3,8,1,0,4,6,9,2,7,5
35,352,602,581,5,468,230,339,962,2,2,5,8,7,1,6,3,4,9,0
370,554,290,686,172,413,564,355,557,445,3,6,1,9,0,4,8,2,7,5
263,745,131,30,482,673,781,142,134,659,4,8,1,0,5,7,9,3,2,6
993,421,508,970,870,105,176,295,767,770,9,3,4,8,7,0,1,2,5,6
228,60,523,278,517,528,465,374,443,860,1,0,7,2,6,8,5,3,4,9
313,508,76,80,506,353,608,749,654,364,2,6,0,1,5,3,7,9,8,4
516,768,517,721,516,165,81,144,76,731,4,9,6,7,5,3,1,2,0,8
467,444,666,484,748,372,832,444,732,752,3,1,5,4,7,0,9,2,6,8
220,539,791,971,222,213,870,950,628,31,2,4,6,9,3,1,7,8,5,0
976,780,751,660,453,641,310,463,197,226,9,8,7,6,3,5,2,4,0,1
936,654,378,369,858,775,252,835,816,207,9,4,3,2,8,5,1,7,6,0
448,335,420,389,558,790,830,234,344,535,5,1,4,3,7,8,9,0,2,6
479,933,582,214,369,894,737,354,967,833,3,8,4,0,2,7,5,1,9,6
463,182,191,915,260,174,968,269,548,258,6,1,2,8,4,0,9,5,7,3
332,560,510,975,917,616,786,656,913,197,1,3,2,9,8,4,6,5,7,0
621,860,427,547,675,802,371,23,365,790,5,9,3,4,6,8,2,0,1,7
957,548,440,681,646,179,715,702,671,195,9,3,2,6,4,0,8,7,5,1
529,356,606,902,439,75,544,674,633,724,3,1,5,9,2,0,4,7,6,8
109,920,409,693,937,610,343,410,941,879,0,7,2,5,8,4,1,3,9,6
429,492,939,102,885,599,986,892,857,798,1,2,8,0,6,3,9,7,5,4
27,888,41,382,212,496,798,233,426,612,0,9,1,4,2,6,8,3,5,7
136,463,285,546,229,453,200,435,438,934,0,7,3,8,2,6,1,4,5,9
151,371,724,168,878,843,697,561,347,334,0,4,7,1,9,8,6,5,3,2
205,589,259,148,645,772,121,34,928,658,3,5,4,2,6,8,1,0,9,7
124,847,815,357,818,108,846,538,145,751,1,9,6,3,7,0,8,4,2,5
636,897,666,459,603,184,303,478,483,390,7,9,8,3,6,0,1,4,5,2
472,530,55,95,936,344,671,536,430,993,4,5,0,1,8,2,7,6,3,9
686,70,664,245,807,372,450,521,644,2,8,1,7,2,9,3,4,5,6,0
846,495,791,377,222,194,915,266,115,878,7,5,6,4,2,1,9,3,0,8
983,459,629,802,518,375,14,691,933,209,9,3,5,7,4,2,0,6,8,1
963,288,793,454,455,495,597,783,561,487,9,0,8,1,2,4,6,7,5,3
417,470,552,952,880,152,253,639,832,143,3,4,5,9,8,1,2,6,7,0
893,221,548,422,172,135,800,885,809,875,9,2,4,3,1,0,5,8,6,7
179,287,748,840,474,771,790,262,181,614,0,3,6,9,4,7,8,2,1,5
85,523,881,499,884,366,975,712,896,359,0,4,6,3,7,2,9,5,8,1
325,379,674,644,285,715,943,460,343,578,1,3,7,6,0,8,9,4,2,5
205,198,652,901,748,492,78,509,600,974,2,1,6,8,7,3,0,4,5,9
706,317,799,167,688,175,977,963,717,24,5,3,7,1,4,2,9,8,6,0
975,493,317,677,38,132,393,938,266,453,9,6,3,7,0,1,4,8,2,5
944,367,550,109,692,364,965,730,511,404,8,2,5,0,6,1,9,7,4,3
11,144,512,812,714,758,21,491,803,957,0,2,4,8,5,6,1,3,7,9
286,683,225,132,291,334,511,444,418,642,2,9,1,0,3,4,7,6,5,8
117,586,185,66,756,360,440,340,72,819,2,7,3,0,8,5,6,4,1,9
280,790,1,343,866,352,736,62,903,141,3,7,0,4,8,5,6,1,9,2
409,157,433,288,595,272,131,941,526,714,4,1,5,3,7,2,0,9,6,8
596,530,896,248,587,873,309,213,381,19,7,5,9,2,6,8,3,1,4,0
161,489,782,961,441,560,964,669,684,690,0,2,7,8,1,3,9,4,5,6
410,250,467,586,965,534,586,146,246,32,4,3,5,7,9,6,8,1,2,0
866,766,668,304,327,633,995,360,872,300,7,6,5,1,2,4,9,3,8,0
7,486,581,837,858,681,38,423,604,814,0,3,4,8,9,6,1,2,5,7
478,268,736,497,726,540,813,571,726,51,2,1,8,3,6,4,9,5,7,0
172,688,246,843,552,538,34,430,624,892,1,7,2,8,5,4,0,3,6,9
50,509,446,230,746,421,627,140,672,383,0,6,5,2,9,4,7,1,8,3
498,806,380,50,51,828,881,526,155,840,4,6,3,0,1,7,9,5,2,8
180,237,546,533,863,956,120,725,925,157,2,3,5,4,7,9,0,6,8,1
574,476,786,783,342,653,195,907,426,710,4,3,8,7,1,5,0,9,2,6
393,769,131,141,232,348,935,286,306,568,6,8,0,1,2,5,9,3,4,7
710,21,876,111,814,907,967,78,442,912,4,0,6,2,5,7,9,1,3,8
812,475,731,868,951,441,478,806,497,340,7,2,5,8,9,1,3,6,4,0
564,23,135,164,251,125,934,301,870,778,6,0,2,3,4,1,9,5,8,7
835,519,262,603,793,332,623,419,995,972,7,3,0,4,6,1,5,2,9,8
45,226,721,39,608,821,235,759,866,184,1,3,6,0,5,8,4,7,9,2
950,325,142,653,719,500,8,335,580,238,9,3,1,7,8,5,0,4,6,2
901,709,429,666,829,280,521,746,512,179,9,6,2,5,8,1,4,7,3,0
168,494,504,305,794,947,757,674,554,663,0,2,3,1,8,9,7,6,4,5
155,910,871,163,633,318,388,785,718,574,0,9,8,1,5,2,3,7,6,4
149,963,960,328,322,714,588,950,300,575,0,9,8,3,2,6,5,7,1,4
908,244,0,750,131,997,565,412,678,761,8,2,0,6,1,9,4,3,5,7
205,868,928,722,337,972,391,815,791,152,1,7,8,4,2,9,3,6,5,0
522,39,879,71,652,304,416,307,736,68,6,0,9,2,7,3,5,4,8,1
982,536,393,800,872,125,353,428,418,299,9,6,3,7,8,0,2,5,4,1
525,826,92,364,869,201,826,264,73,465,6,7,1,4,9,2,8,3,0,5
939,865,570,596,605,155,253,429,112,7,9,8,5,6,7,2,3,4,1,0
118,986,496,414,366,233,946,903,701,894,0,9,4,3,2,1,8,7,5,6
955,133,427,784,836,670,279,757,43,831,9,1,3,6,8,4,2,5,0,7
760,948,842,323,971,117,821,72,387,430,5,8,7,2,9,1,6,0,3,4
552,483,360,990,199,718,163,399,906,773,5,4,2,9,1,6,0,3,8,7
346,470,232,286,106,776,365,574,208,949,4,6,2,3,0,8,5,7,1,9
953,154,977,694,501,365,361,766,357,467,8,0,9,6,5,3,2,7,1,4
920,156,271,201,547,426,404,93,232,543,9,1,4,2,8,6,5,0,3,7
835,900,440,152,580,171,901,236,665,520,7,8,3,0,5,1,9,2,6,4
50,845,342,135,350,239,44,855,268,160,1,8,6,2,7,4,0,9,5,3
936,767,244,366,66,496,960,857,411,769,8,5,1,2,0,4,9,7,3,6
810,503,622,67,519,871,230,916,334,911,6,3,5,0,4,7,1,9,2,8
650,874,561,547,418,811,486,341,470,380,7,9,6,5,2,8,4,0,3,1
171,873,838,817,698,987,574,833,32,841,1,8,6,4,3,9,2,5,0,7
572,184,195,773,434,336,377,223,494,390,8,0,1,9,6,3,4,2,7,5
58,629,261,962,415,626,794,27,35,667,2,6,3,9,4,5,8,0,1,7
142,199,217,371,394,288,608,557,264,280,0,1,2,6,7,5,9,8,3,4
64,493,780,230,864,759,400,328,814,85,0,5,7,2,9,6,4,3,8,1
241,412,870,560,621,653,879,771,286,494,0,2,8,4,5,6,9,7,1,3
985,77,789,580,947,635,393,125,563,850,9,0,6,4,8,5,2,1,3,7
185,89,386,681,147,307,766,699,882,158,3,0,5,6,1,4,8,7,9,2
843,506,911,194,490,30,503,673,780,469,8,5,9,1,3,0,4,6,7,2
354,587,258,141,864,849,7,579,841,161,4,6,3,1,9,8,0,5,7,2
608,442,139,559,52,567,127,801,5,4,8,5,4,6,2,7,3,9,1,0
663,444,214,258,900,67,10,983,533,580,7,4,2,3,8,1,0,9,5,6
802,915,129,512,2,653,840,566,607,305,7,9,1,3,0,6,8,4,5,2
837,459,197,697,864,419,765,231,404,620,8,4,0,6,9,3,7,1,2,5
175,783,722,828,981,856,92,274,99,556,2,6,5,7,9,8,0,3,1,4
178,655,228,966,724,917,743,759,304,946,0,3,1,9,4,7,5,6,2,8
162,801,153,986,223,965,856,52,783,451,2,6,1,9,3,8,7,0,5,4
813,652,179,888,265,247,882,216,67,757,7,5,1,9,4,3,8,2,0,6
658,547,340,748,725,788,962,329,889,171,4,3,2,6,5,7,9,1,8,0
401,815,97,67,947,931,386,39,22,851,5,6,3,2,9,8,4,1,0,7
15,970,866,146,70,87,275,265,845,15,0,9,8,4,2,3,6,5,7,1
525,486,241,390,915,169,382,659,583,454,6,5,1,3,9,0,2,8,7,4
394,79,572,792,686,157,574,979,970,12,3,1,4,7,6,2,5,9,8,0
